label,gx_mean,gx_std,gx_min,gx_max,gx_range,gx_energy,gx_zcr,gy_mean,gy_std,gy_min,gy_max,gy_range,gy_energy,gy_zcr,gz_mean,gz_std,gz_min,gz_max,gz_range,gz_energy,gz_zcr,mag_mean,mag_max,mag_std,mag_energy,gy_gx_energy_ratio
rest,32.13793103448276,144.21310411566296,-362.0,194.0,556.0,21830.266009852217,0.4900990099009901,-10.886699507389162,144.23390953772045,-166.0,382.0,548.0,20921.940886699507,0.5,-16.00985221674877,133.52463251827626,-169.0,399.0,568.0,18085.14285714286,0.4801980198019802,240.05427187997802,444.6031938706694,56.6683007144927,60837.34975369458,0.9583914771014346
rest,22.93103448275862,148.46052425968955,-371.0,191.0,562.0,22566.35960591133,0.5148514851485149,-10.866995073891626,155.4397133205582,-198.0,355.0,553.0,24279.5960591133,0.44554455445544555,-7.729064039408867,133.25001683975103,-173.0,405.0,578.0,17815.30541871921,0.5396039603960396,246.0930287789582,479.1857677352281,64.02719945572107,64661.26108374384,1.0759199305125486
rest,-6.610837438423645,148.01578028237122,-386.0,174.0,560.0,21952.374384236453,0.46534653465346537,58.38423645320197,162.62080813719786,-132.0,420.0,552.0,29854.24630541872,0.46534653465346537,1.083743842364532,128.80434577075386,-163.0,160.0,323.0,16591.733990147783,0.5594059405940595,250.2671254247806,465.4599875392084,75.9257572331029,68398.35467980296,1.359955227752331
horizontal_shake,240.0295566502463,2562.137911770044,-3988.0,7890.0,11878.0,6622164.866995074,0.09900990099009901,-88.35467980295566,22321.05480390502,-32668.0,32819.0,65487.0,498237294.10837436,0.019801980198019802,-491.0886699507389,3191.494669992548,-7762.0,5787.0,13549.0,10426806.310344828,0.0594059405940594,20282.575928295544,33926.424524255424,10193.30069205458,515286265.28571427,75.23782692146389
vertical_shake,-909.8916256157636,10815.323896367085,-18642.0,19900.0,38542.0,117799133.75369458,0.01485148514851485,186.61576354679804,3751.8930328828487,-12283.0,8773.0,21056.0,14111526.773399014,0.0594059405940594,209.72413793103448,1398.1134836137876,-2484.0,3953.0,6437.0,1998705.527093596,0.0891089108910891,10588.852711229603,20553.769727230087,4667.500863853448,133909366.0541872,0.11979312855478812
horizontal_shake,845.8817733990148,2295.990376435095,-4004.0,5872.0,9876.0,5987087.783251232,0.054455445544554455,-618.1083743842364,20165.045205405273,-31146.0,30189.0,61335.0,407011106.0985222,0.01485148514851485,-99.33004926108374,2838.606907759821,-4399.0,7073.0,11472.0,8067555.63546798,0.019801980198019802,18924.067873122436,31638.37393103508,7933.814004039717,421065749.51724136,67.98148295689406
rest,10.176470588235293,139.28623454111067,-383.0,173.0,556.0,19504.21568627451,0.4975369458128079,-20.808823529411764,155.99022003213773,-219.0,331.0,550.0,24765.95588235294,0.4729064039408867,10.073529411764707,129.17968745994526,-157.0,410.0,567.0,16788.867647058825,0.46798029556650245,238.39016895489306,448.47853906290766,65.03204257397907,61059.03921568627,1.26977450827624
rest,-7.74384236453202,141.6366453619054,-394.0,162.0,556.0,20120.906403940888,0.48514851485148514,-50.58128078817734,142.02826002125423,-223.0,321.0,544.0,22730.49261083744,0.4603960396039604,-3.5320197044334973,127.68365584448317,-164.0,150.0,314.0,16315.591133004926,0.45544554455445546,235.1925520581364,470.6336154589895,62.06008060068926,59166.99014778325,1.1296952609642594
rest,3.1822660098522166,138.13701087751807,-404.0,164.0,568.0,19091.960591133004,0.44554455445544555,-6.285714285714286,156.13814504402916,-198.0,356.0,554.0,24418.63054187192,0.46534653465346537,7.615763546798029,134.73316138256808,-149.0,427.0,576.0,18211.024630541873,0.4801980198019802,240.6037251725781,474.52291830848384,61.89881417786043,61721.6157635468,1.2790006780766567
horizontal_shake,1709.334975369458,25648.715520630558,-32650.0,32668.0,65318.0,660778433.9162562,0.034653465346534656,-1842.0,4115.343904010437,-12104.0,4562.0,16666.0,20329019.44827586,0.054455445544554455,-242.77339901477833,3339.262608179534,-8713.0,7043.0,15756.0,11209613.689655172,0.09900990099009901,23636.250980649096,34786.18721561764,11560.480380760648,692317067.0541872,0.030765258677997745
horizontal_shake,-26.527093596059114,1471.2060040690405,-3781.0,2859.0,6640.0,2165150.793103448,0.06435643564356436,4628.04433497537,17134.211066171192,-27725.0,28760.0,56485.0,314999983.226601,0.019801980198019802,-676.7192118226601,1723.7244030614997,-4293.0,3990.0,8283.0,3429174.709359606,0.054455445544554455,15938.371535802464,28842.41408065559,8158.591883149066,320594308.72906405,145.48639486448494
rest,-18.600985221674875,147.69524407435077,-386.0,166.0,552.0,22159.881773399014,0.49504950495049505,48.30541871921182,155.8360744143155,-146.0,405.0,551.0,26618.295566502464,0.5396039603960396,12.89655172413793,134.272108610355,-147.0,427.0,574.0,18195.320197044333,0.5099009900990099,248.1923112525677,564.8539634277164,73.308077126974,66973.49753694581,1.201193031564608
rest,-13.596059113300493,142.77494220765928,-394.0,156.0,550.0,20569.536945812808,0.504950495049505,-9.645320197044335,137.80775613336587,-173.0,377.0,550.0,19084.00985221675,0.504950495049505,11.004926108374384,128.1587492150419,-153.0,150.0,303.0,16545.77339901478,0.5099009900990099,232.35603979200576,442.45225731145274,47.01054104368688,56199.32019704433,0.9277802364968427
